Time,Confirmed_Transaction
2020-01-02,287215.0
2020-01-03,287215.0
2020-01-04,287215.0
2020-01-05,287215.0
2020-01-06,287215.0
2020-01-07,287215.0
2020-01-08,318019.0
2020-01-09,318019.0
2020-01-10,318019.0
2020-01-11,318019.0
2020-01-12,283136.0
2020-01-13,283136.0
2020-01-14,283136.0
2020-01-15,283136.0
2020-01-16,325947.0
2020-01-17,325947.0
2020-01-18,325947.0
2020-01-19,325947.0
2020-01-20,313661.0
2020-01-21,313661.0
2020-01-22,313661.0
2020-01-23,313661.0
2020-01-24,313887.0
2020-01-25,313887.0
2020-01-26,313887.0
2020-01-27,313887.0
2020-01-28,340052.0
2020-01-29,340052.0
2020-01-30,340052.0
2020-01-31,340052.0
2020-02-01,303724.0
2020-02-02,303724.0
2020-02-03,303724.0
2020-02-04,303724.0
2020-02-05,368604.0
2020-02-06,368604.0
2020-02-07,368604.0
2020-02-08,368604.0
2020-02-09,317070.0
2020-02-10,317070.0
2020-02-11,317070.0
2020-02-12,317070.0
2020-02-13,340081.0
2020-02-14,340081.0
2020-02-15,340081.0
2020-02-16,340081.0
2020-02-17,341491.0
2020-02-18,341491.0
2020-02-19,341491.0
2020-02-20,341491.0
2020-02-21,338484.0
2020-02-22,338484.0
2020-02-23,338484.0
2020-02-24,338484.0
2020-02-25,334593.0
2020-02-26,334593.0
2020-02-27,334593.0
2020-02-28,334593.0
2020-02-29,307527.0
2020-03-01,307527.0
2020-03-02,307527.0
2020-03-03,307527.0
2020-03-04,358745.0
2020-03-05,358745.0
2020-03-06,358745.0
2020-03-07,358745.0
2020-03-08,302694.0
2020-03-09,302694.0
2020-03-10,302694.0
2020-03-11,302694.0
2020-03-12,349978.0
2020-03-13,349978.0
2020-03-14,349978.0
2020-03-15,349978.0
2020-03-16,270399.0
2020-03-17,270399.0
2020-03-18,270399.0
2020-03-19,270399.0
2020-03-20,284594.0
2020-03-21,284594.0
2020-03-22,284594.0
2020-03-23,284594.0
2020-03-24,278131.0
2020-03-25,278131.0
2020-03-26,278131.0
2020-03-27,278131.0
2020-03-28,240627.0
2020-03-29,240627.0
2020-03-30,240627.0
2020-03-31,240627.0
2020-04-01,281855.0
2020-04-02,281855.0
2020-04-03,281855.0
2020-04-04,281855.0
2020-04-05,240259.0
2020-04-06,240259.0
2020-04-07,240259.0
2020-04-08,240259.0
2020-04-09,286706.0
2020-04-10,286706.0
2020-04-11,286706.0
2020-04-12,286706.0
2020-04-13,288113.0
2020-04-14,288113.0
2020-04-15,288113.0
2020-04-16,288113.0
2020-04-17,284222.0
2020-04-18,284222.0
2020-04-19,284222.0
2020-04-20,284222.0
2020-04-21,310851.0
2020-04-22,310851.0
2020-04-23,310851.0
2020-04-24,310851.0
2020-04-25,280805.0
2020-04-26,280805.0
2020-04-27,280805.0
2020-04-28,280805.0
2020-04-29,331401.0
2020-04-30,331401.0
2020-05-01,331401.0
2020-05-02,331401.0
2020-05-03,281752.0
2020-05-04,281752.0
2020-05-05,281752.0
2020-05-06,281752.0
2020-05-07,341986.0
2020-05-08,341986.0
2020-05-09,341986.0
2020-05-10,341986.0
2020-05-11,305839.0
2020-05-12,305839.0
2020-05-13,305839.0
2020-05-14,305839.0
2020-05-15,310642.0
2020-05-16,310642.0
2020-05-17,310642.0
2020-05-18,310642.0
2020-05-19,274897.0
2020-05-20,274897.0
2020-05-21,274897.0
2020-05-22,274897.0
2020-05-23,269230.0
2020-05-24,269230.0
2020-05-25,269230.0
2020-05-26,269230.0
2020-05-27,292927.0
2020-05-28,292927.0
2020-05-29,292927.0
2020-05-30,292927.0
2020-05-31,258427.0
2020-06-01,258427.0
2020-06-02,258427.0
2020-06-03,258427.0
2020-06-04,318285.0
2020-06-05,318285.0
2020-06-06,318285.0
2020-06-07,318285.0
2020-06-08,317275.0
2020-06-09,317275.0
2020-06-10,317275.0
2020-06-11,317275.0
2020-06-12,318274.0
2020-06-13,318274.0
2020-06-14,318274.0
2020-06-15,318274.0
2020-06-16,340517.0
2020-06-17,340517.0
2020-06-18,340517.0
2020-06-19,340517.0
2020-06-20,284123.0
2020-06-21,284123.0
2020-06-22,284123.0
2020-06-23,284123.0
2020-06-24,312321.0
2020-06-25,312321.0
2020-06-26,312321.0
2020-06-27,312321.0
2020-06-28,264909.0
2020-06-29,264909.0
2020-06-30,264909.0
2020-07-01,264909.0
2020-07-02,339469.0
2020-07-03,339469.0
2020-07-04,339469.0
2020-07-05,339469.0
2020-07-06,338767.0
2020-07-07,338767.0
2020-07-08,338767.0
2020-07-09,338767.0
2020-07-10,345996.0
2020-07-11,345996.0
2020-07-12,345996.0
2020-07-13,345996.0
2020-07-14,359847.0
2020-07-15,359847.0
2020-07-16,359847.0
2020-07-17,359847.0
2020-07-18,311022.0
2020-07-19,311022.0
2020-07-20,311022.0
2020-07-21,311022.0
2020-07-22,364792.0
2020-07-23,364792.0
2020-07-24,364792.0
2020-07-25,364792.0
2020-07-26,298580.0
2020-07-27,298580.0
2020-07-28,298580.0
2020-07-29,298580.0
2020-07-30,327789.0
2020-07-31,327789.0
2020-08-01,327789.0
2020-08-02,327789.0
2020-08-03,333753.0
2020-08-04,333753.0
2020-08-05,333753.0
2020-08-06,333753.0
2020-08-07,326499.0
2020-08-08,326499.0
2020-08-09,326499.0
2020-08-10,326499.0
2020-08-11,349952.0
2020-08-12,349952.0
2020-08-13,349952.0
2020-08-14,349952.0
2020-08-15,313760.0
2020-08-16,313760.0
2020-08-17,313760.0
2020-08-18,313760.0
2020-08-19,333879.0
2020-08-20,333879.0
2020-08-21,333879.0
2020-08-22,333879.0
2020-08-23,288728.0
2020-08-24,288728.0
2020-08-25,288728.0
2020-08-26,288728.0
2020-08-27,328157.0
2020-08-28,328157.0
2020-08-29,328157.0
2020-08-30,328157.0
2020-08-31,302920.0
2020-09-01,302920.0
2020-09-02,302920.0
2020-09-03,302920.0
2020-09-04,298286.0
2020-09-05,298286.0
2020-09-06,298286.0
2020-09-07,298286.0
2020-09-08,332668.0
2020-09-09,332668.0
2020-09-10,332668.0
2020-09-11,332668.0
2020-09-12,300152.0
2020-09-13,300152.0
2020-09-14,300152.0
2020-09-15,300152.0
2020-09-16,342609.0
2020-09-17,342609.0
2020-09-18,342609.0
2020-09-19,342609.0
2020-09-20,259095.0
2020-09-21,259095.0
2020-09-22,259095.0
2020-09-23,259095.0
2020-09-24,316552.0
2020-09-25,316552.0
2020-09-26,316552.0
2020-09-27,316552.0
2020-09-28,295476.0
2020-09-29,295476.0
2020-09-30,295476.0
2020-10-01,295476.0
2020-10-02,315443.0
2020-10-03,315443.0
2020-10-04,315443.0
2020-10-05,315443.0
2020-10-06,317922.0
2020-10-07,317922.0
2020-10-08,317922.0
2020-10-09,317922.0
2020-10-10,298486.0
2020-10-11,298486.0
2020-10-12,298486.0
2020-10-13,298486.0
2020-10-14,314541.0
2020-10-15,314541.0
2020-10-16,314541.0
2020-10-17,314541.0
2020-10-18,231557.0
2020-10-19,231557.0
2020-10-20,231557.0
2020-10-21,231557.0
2020-10-22,339087.0
2020-10-23,339087.0
2020-10-24,339087.0
2020-10-25,339087.0
2020-10-26,252494.0
2020-10-27,252494.0
2020-10-28,252494.0
2020-10-29,252494.0
2020-10-30,268364.0
2020-10-31,268364.0
2020-11-01,268364.0
2020-11-02,268364.0
2020-11-03,331673.0
2020-11-04,331673.0
2020-11-05,331673.0
2020-11-06,331673.0
2020-11-07,270901.0
2020-11-08,270901.0
2020-11-09,270901.0
2020-11-10,270901.0
2020-11-11,322277.0
2020-11-12,322277.0
2020-11-13,322277.0
2020-11-14,322277.0
2020-11-15,252715.0
2020-11-16,252715.0
2020-11-17,252715.0
2020-11-18,252715.0
2020-11-19,311061.0
2020-11-20,311061.0
2020-11-21,311061.0
2020-11-22,311061.0
2020-11-23,297840.0
2020-11-24,297840.0
2020-11-25,297840.0
2020-11-26,297840.0
2020-11-27,322445.0
2020-11-28,322445.0
2020-11-29,322445.0
2020-11-30,322445.0
2020-12-01,378068.0
2020-12-02,378068.0
2020-12-03,378068.0
2020-12-04,378068.0
2020-12-05,282599.0
2020-12-06,282599.0
2020-12-07,282599.0
2020-12-08,282599.0
2020-12-09,321079.0
2020-12-10,321079.0
2020-12-11,321079.0
2020-12-12,321079.0
2020-12-13,276160.0
2020-12-14,276160.0
2020-12-15,276160.0
2020-12-16,276160.0
2020-12-17,309481.0
2020-12-18,309481.0
2020-12-19,309481.0
2020-12-20,309481.0
2020-12-21,269834.0
2020-12-22,269834.0
2020-12-23,269834.0
2020-12-24,269834.0
2020-12-25,303901.0
2020-12-26,303901.0
2020-12-27,303901.0
2020-12-28,303901.0
2020-12-29,336311.0
2020-12-30,336311.0
2020-12-31,336311.0
2021-01-01,336311.0
2021-01-02,297111.0
2021-01-03,297111.0
2021-01-04,297111.0
2021-01-05,297111.0
2021-01-06,397384.0
2021-01-07,397384.0
2021-01-08,397384.0
2021-01-09,397384.0
2021-01-10,331865.0
2021-01-11,331865.0
2021-01-12,331865.0
2021-01-13,331865.0
2021-01-14,338809.0
2021-01-15,338809.0
2021-01-16,338809.0
2021-01-17,338809.0
2021-01-18,313816.0
2021-01-19,313816.0
2021-01-20,313816.0
2021-01-21,313816.0
2021-01-22,326935.0
2021-01-23,326935.0
2021-01-24,326935.0
2021-01-25,326935.0
2021-01-26,336935.0
2021-01-27,336935.0
2021-01-28,336935.0
2021-01-29,336935.0
2021-01-30,312313.0
2021-01-31,312313.0
2021-02-01,312313.0
2021-02-02,312313.0
2021-02-03,344425.0
2021-02-04,344425.0
2021-02-05,344425.0
2021-02-06,344425.0
2021-02-07,286364.0
2021-02-08,286364.0
2021-02-09,286364.0
2021-02-10,286364.0
2021-02-11,304739.0
2021-02-12,304739.0
2021-02-13,304739.0
2021-02-14,304739.0
2021-02-15,308496.0
2021-02-16,308496.0
2021-02-17,308496.0
2021-02-18,308496.0
2021-02-19,341586.0
2021-02-20,341586.0
2021-02-21,341586.0
2021-02-22,341586.0
2021-02-23,287884.0
2021-02-24,287884.0
2021-02-25,287884.0
2021-02-26,287884.0
2021-02-27,320784.0
2021-02-28,320784.0
2021-03-01,320784.0
2021-03-02,320784.0
2021-03-03,333402.0
2021-03-04,333402.0
2021-03-05,333402.0
2021-03-06,333402.0
2021-03-07,260739.0
2021-03-08,260739.0
2021-03-09,260739.0
2021-03-10,260739.0
2021-03-11,291245.0
2021-03-12,291245.0
2021-03-13,291245.0
2021-03-14,291245.0
2021-03-15,292231.0
2021-03-16,292231.0
2021-03-17,292231.0
2021-03-18,292231.0
2021-03-19,316180.0
2021-03-20,316180.0
2021-03-21,316180.0
2021-03-22,316180.0
2021-03-23,314234.0
2021-03-24,314234.0
2021-03-25,314234.0
2021-03-26,314234.0
2021-03-27,288259.0
2021-03-28,288259.0
2021-03-29,288259.0
2021-03-30,288259.0
2021-03-31,332749.0
2021-04-01,332749.0
2021-04-02,332749.0
2021-04-03,332749.0
2021-04-04,246007.0
2021-04-05,246007.0
2021-04-06,246007.0
2021-04-07,246007.0
2021-04-08,278534.0
2021-04-09,278534.0
2021-04-10,278534.0
2021-04-11,278534.0
2021-04-12,291369.0
2021-04-13,291369.0
2021-04-14,291369.0
2021-04-15,291369.0
2021-04-16,219704.0
2021-04-17,219704.0
2021-04-18,219704.0
2021-04-19,219704.0
2021-04-20,279977.0
2021-04-21,279977.0
2021-04-22,279977.0
2021-04-23,279977.0
2021-04-24,290690.0
2021-04-25,290690.0
2021-04-26,290690.0
2021-04-27,290690.0
2021-04-28,277126.0
2021-04-29,277126.0
2021-04-30,277126.0
2021-05-01,277126.0
2021-05-02,235214.0
2021-05-03,235214.0
2021-05-04,235214.0
2021-05-05,235214.0
2021-05-06,311380.0
2021-05-07,311380.0
2021-05-08,311380.0
2021-05-09,311380.0
2021-05-10,303297.0
2021-05-11,303297.0
2021-05-12,303297.0
2021-05-13,303297.0
2021-05-14,266055.0
2021-05-15,266055.0
2021-05-16,266055.0
2021-05-17,266055.0
2021-05-18,221018.0
2021-05-19,221018.0
2021-05-20,221018.0
2021-05-21,221018.0
2021-05-22,223800.0
2021-05-23,223800.0
2021-05-24,223800.0
2021-05-25,223800.0
2021-05-26,230753.0
2021-05-27,230753.0
2021-05-28,230753.0
2021-05-29,230753.0
2021-05-30,179795.0
2021-05-31,179795.0
2021-06-01,179795.0
2021-06-02,179795.0
2021-06-03,255621.0
2021-06-04,255621.0
2021-06-05,255621.0
2021-06-06,255621.0
2021-06-07,235479.0
2021-06-08,235479.0
2021-06-09,235479.0
2021-06-10,235479.0
2021-06-11,216502.0
2021-06-12,216502.0
2021-06-13,216502.0
2021-06-14,216502.0
2021-06-15,241861.0
2021-06-16,241861.0
2021-06-17,241861.0
2021-06-18,241861.0
2021-06-19,187042.0
2021-06-20,187042.0
2021-06-21,187042.0
2021-06-22,187042.0
2021-06-23,232704.0
2021-06-24,232704.0
2021-06-25,232704.0
2021-06-26,232704.0
2021-06-27,124640.0
2021-06-28,124640.0
2021-06-29,124640.0
2021-06-30,124640.0
2021-07-01,230253.0
2021-07-02,230253.0
2021-07-03,230253.0
2021-07-04,230253.0
2021-07-05,223760.0
2021-07-06,223760.0
2021-07-07,223760.0
2021-07-08,223760.0
2021-07-09,227511.0
2021-07-10,227511.0
2021-07-11,227511.0
2021-07-12,227511.0
2021-07-13,229916.0
2021-07-14,229916.0
2021-07-15,229916.0
2021-07-16,229916.0
2021-07-17,182047.0
2021-07-18,182047.0
2021-07-19,182047.0
2021-07-20,182047.0
2021-07-21,235680.0
2021-07-22,235680.0
2021-07-23,235680.0
2021-07-24,235680.0
2021-07-25,174535.0
2021-07-26,174535.0
2021-07-27,174535.0
2021-07-28,174535.0
2021-07-29,262612.0
2021-07-30,262612.0
2021-07-31,262612.0
2021-08-01,262612.0
2021-08-02,239277.0
2021-08-03,239277.0
2021-08-04,239277.0
2021-08-05,239277.0
2021-08-06,260810.0
2021-08-07,260810.0
2021-08-08,260810.0
2021-08-09,260810.0
2021-08-10,260968.0
2021-08-11,260968.0
2021-08-12,260968.0
2021-08-13,260968.0
2021-08-14,209074.0
2021-08-15,209074.0
2021-08-16,209074.0
2021-08-17,209074.0
2021-08-18,247333.0
2021-08-19,247333.0
2021-08-20,247333.0
2021-08-21,247333.0
2021-08-22,190631.0
2021-08-23,190631.0
2021-08-24,190631.0
2021-08-25,190631.0
2021-08-26,258590.0
2021-08-27,258590.0
2021-08-28,258590.0
2021-08-29,258590.0
2021-08-30,250955.0
2021-08-31,250955.0
2021-09-01,250955.0
2021-09-02,250955.0
2021-09-03,283991.0
2021-09-04,283991.0
2021-09-05,283991.0
2021-09-06,283991.0
2021-09-07,276624.0
2021-09-08,276624.0
2021-09-09,276624.0
2021-09-10,276624.0
2021-09-11,218445.0
2021-09-12,218445.0
2021-09-13,218445.0
2021-09-14,218445.0
2021-09-15,268957.0
2021-09-16,268957.0
2021-09-17,268957.0
2021-09-18,268957.0
2021-09-19,200516.0
2021-09-20,200516.0
2021-09-21,200516.0
2021-09-22,200516.0
2021-09-23,268689.0
2021-09-24,268689.0
2021-09-25,268689.0
2021-09-26,268689.0
2021-09-27,255873.0
2021-09-28,255873.0
2021-09-29,255873.0
2021-09-30,255873.0
2021-10-01,277042.0
2021-10-02,277042.0
2021-10-03,277042.0
2021-10-04,277042.0
2021-10-05,312538.0
2021-10-06,312538.0
2021-10-07,312538.0
2021-10-08,312538.0
2021-10-09,246189.0
2021-10-10,246189.0
2021-10-11,246189.0
2021-10-12,246189.0
2021-10-13,288916.0
2021-10-14,288916.0
2021-10-15,288916.0
2021-10-16,288916.0
2021-10-17,215883.0
2021-10-18,215883.0
2021-10-19,215883.0
2021-10-20,215883.0
2021-10-21,320743.0
2021-10-22,320743.0
2021-10-23,320743.0
2021-10-24,320743.0
2021-10-25,284680.0
2021-10-26,284680.0
2021-10-27,284680.0
2021-10-28,284680.0
2021-10-29,305733.0
2021-10-30,305733.0
2021-10-31,305733.0
2021-11-01,305733.0
2021-11-02,297402.0
2021-11-03,297402.0
2021-11-04,297402.0
2021-11-05,297402.0
2021-11-06,236233.0
2021-11-07,236233.0
2021-11-08,236233.0
2021-11-09,236233.0
2021-11-10,301025.0
2021-11-11,301025.0
2021-11-12,301025.0
2021-11-13,301025.0
2021-11-14,224016.0
2021-11-15,224016.0
2021-11-16,224016.0
2021-11-17,224016.0
2021-11-18,293867.0
2021-11-19,293867.0
2021-11-20,293867.0
2021-11-21,293867.0
2021-11-22,279165.0
2021-11-23,279165.0
2021-11-24,279165.0
2021-11-25,279165.0
2021-11-26,292645.0
2021-11-27,292645.0
2021-11-28,292645.0
2021-11-29,292645.0
2021-11-30,293876.0
2021-12-01,293876.0
2021-12-02,293876.0
2021-12-03,293876.0
2021-12-04,253674.0
2021-12-05,253674.0
2021-12-06,253674.0
2021-12-07,253674.0
2021-12-08,266110.0
2021-12-09,266110.0
2021-12-10,266110.0
2021-12-11,266110.0
2021-12-12,214808.0
2021-12-13,214808.0
2021-12-14,214808.0
2021-12-15,214808.0
2021-12-16,256206.0
2021-12-17,256206.0
2021-12-18,256206.0
2021-12-19,256206.0
2021-12-20,266947.0
2021-12-21,266947.0
2021-12-22,266947.0
2021-12-23,266947.0
2021-12-24,260565.0
2021-12-25,260565.0
2021-12-26,260565.0
2021-12-27,260565.0
2021-12-28,265422.0
2021-12-29,265422.0
2021-12-30,265422.0
2021-12-31,265422.0
2022-01-01,186834.0
2022-01-02,186834.0
2022-01-03,186834.0
2022-01-04,186834.0
2022-01-05,272155.0
2022-01-06,272155.0
2022-01-07,272155.0
2022-01-08,272155.0
2022-01-09,210143.0
2022-01-10,210143.0
2022-01-11,210143.0
2022-01-12,210143.0
2022-01-13,274515.0
2022-01-14,274515.0
2022-01-15,274515.0
2022-01-16,274515.0
2022-01-17,258141.0
2022-01-18,258141.0
2022-01-19,258141.0
2022-01-20,258141.0
2022-01-21,272348.0
2022-01-22,272348.0
2022-01-23,272348.0
2022-01-24,272348.0
2022-01-25,265128.0
2022-01-26,265128.0
2022-01-27,265128.0
2022-01-28,265128.0
2022-01-29,231038.0
2022-01-30,231038.0
2022-01-31,231038.0
2022-02-01,231038.0
2022-02-02,278985.0
2022-02-03,278985.0
2022-02-04,278985.0
2022-02-05,278985.0
2022-02-06,219196.0
2022-02-07,219196.0
2022-02-08,219196.0
2022-02-09,219196.0
2022-02-10,260813.0
2022-02-11,260813.0
2022-02-12,260813.0
2022-02-13,260813.0
2022-02-14,247592.0
2022-02-15,247592.0
2022-02-16,247592.0
2022-02-17,247592.0
2022-02-18,261055.0
2022-02-19,261055.0
2022-02-20,261055.0
2022-02-21,261055.0
2022-02-22,260265.0
2022-02-23,260265.0
2022-02-24,260265.0
2022-02-25,260265.0
2022-02-26,220423.0
2022-02-27,220423.0
2022-02-28,220423.0
2022-03-01,220423.0
2022-03-02,288657.0
2022-03-03,288657.0
2022-03-04,288657.0
2022-03-05,288657.0
2022-03-06,207116.0
2022-03-07,207116.0
2022-03-08,207116.0
2022-03-09,207116.0
2022-03-10,261553.0
2022-03-11,261553.0
2022-03-12,261553.0
2022-03-13,261553.0
2022-03-14,259592.0
2022-03-15,259592.0
2022-03-16,259592.0
2022-03-17,259592.0
2022-03-18,261318.0
2022-03-19,261318.0
2022-03-20,261318.0
2022-03-21,261318.0
2022-03-22,264569.0
2022-03-23,264569.0
2022-03-24,264569.0
2022-03-25,264569.0
2022-03-26,231031.0
2022-03-27,231031.0
2022-03-28,231031.0
2022-03-29,231031.0
2022-03-30,272864.0
2022-03-31,272864.0
2022-04-01,272864.0
2022-04-02,272864.0
2022-04-03,225564.0
2022-04-04,225564.0
2022-04-05,225564.0
2022-04-06,225564.0
2022-04-07,269404.0
2022-04-08,269404.0
2022-04-09,269404.0
2022-04-10,269404.0
2022-04-11,276623.0
2022-04-12,276623.0
2022-04-13,276623.0
2022-04-14,276623.0
2022-04-15,254831.0
2022-04-16,254831.0
2022-04-17,254831.0
2022-04-18,254831.0
2022-04-19,273168.0
2022-04-20,273168.0
2022-04-21,273168.0
2022-04-22,273168.0
2022-04-23,234978.0
2022-04-24,234978.0
2022-04-25,234978.0
2022-04-26,234978.0
2022-04-27,287105.0
2022-04-28,287105.0
2022-04-29,287105.0
2022-04-30,287105.0
2022-05-01,232322.0
2022-05-02,232322.0
2022-05-03,232322.0
2022-05-04,232322.0
2022-05-05,315759.0
2022-05-06,315759.0
2022-05-07,315759.0
2022-05-08,315759.0
2022-05-09,279511.0
2022-05-10,279511.0
2022-05-11,279511.0
2022-05-12,279511.0
2022-05-13,269880.0
2022-05-14,269880.0
2022-05-15,269880.0
2022-05-16,269880.0
2022-05-17,278496.0
2022-05-18,278496.0
2022-05-19,278496.0
2022-05-20,278496.0
2022-05-21,225225.0
2022-05-22,225225.0
2022-05-23,225225.0
2022-05-24,225225.0
2022-05-25,288842.0
2022-05-26,288842.0
2022-05-27,288842.0
2022-05-28,288842.0
2022-05-29,207859.0
2022-05-30,207859.0
2022-05-31,207859.0
2022-06-01,207859.0
2022-06-02,264901.0
2022-06-03,264901.0
2022-06-04,264901.0
2022-06-05,264901.0
2022-06-06,268921.0
2022-06-07,268921.0
2022-06-08,268921.0
2022-06-09,268921.0
2022-06-10,261856.0
2022-06-11,261856.0
2022-06-12,261856.0
2022-06-13,261856.0
2022-06-14,283231.0
2022-06-15,283231.0
2022-06-16,283231.0
2022-06-17,283231.0
2022-06-18,247890.0
2022-06-19,247890.0
2022-06-20,247890.0
2022-06-21,247890.0
2022-06-22,255472.0
2022-06-23,255472.0
2022-06-24,255472.0
2022-06-25,255472.0
2022-06-26,206755.0
2022-06-27,206755.0
2022-06-28,206755.0
2022-06-29,206755.0
2022-06-30,271213.0
2022-07-01,271213.0
2022-07-02,271213.0
2022-07-03,271213.0
2022-07-04,240385.0
2022-07-05,240385.0
2022-07-06,240385.0
2022-07-07,240385.0
2022-07-08,268331.0
2022-07-09,268331.0
2022-07-10,268331.0
2022-07-11,268331.0
2022-07-12,275378.0
2022-07-13,275378.0
2022-07-14,275378.0
2022-07-15,275378.0
2022-07-16,226638.0
2022-07-17,226638.0
2022-07-18,226638.0
2022-07-19,226638.0
2022-07-20,260195.0
2022-07-21,260195.0
2022-07-22,260195.0
2022-07-23,260195.0
2022-07-24,199919.0
2022-07-25,199919.0
2022-07-26,199919.0
2022-07-27,199919.0
2022-07-28,287254.0
2022-07-29,287254.0
2022-07-30,287254.0
2022-07-31,287254.0
2022-08-01,249610.0
2022-08-02,249610.0
2022-08-03,249610.0
2022-08-04,249610.0
2022-08-05,268463.0
2022-08-06,268463.0
2022-08-07,268463.0
2022-08-08,268463.0
2022-08-09,256233.0
2022-08-10,256233.0
2022-08-11,256233.0
2022-08-12,256233.0
2022-08-13,233308.0
2022-08-14,233308.0
2022-08-15,233308.0
2022-08-16,233308.0
2022-08-17,256127.0
2022-08-18,256127.0
2022-08-19,256127.0
2022-08-20,256127.0
2022-08-21,205435.0
2022-08-22,205435.0
2022-08-23,205435.0
2022-08-24,205435.0
2022-08-25,260460.0
2022-08-26,260460.0
2022-08-27,260460.0
2022-08-28,260460.0
2022-08-29,252235.0
